Date,AAPL,AMD,AMZN,CSCO,META,MSFT,NFLX,QCOM,SBUX,TSLA
02/26/2019,$43.5825,$24.21,$81.82,$51.18,$164.13,$112.36,$364.97,$53.03,$71.14,$19.8573
02/25/2019,$43.5575,$24.71,$81.65,$50.79,$164.62,$111.59,$363.91,$52.99,$71.05,$19.918
02/22/2019,$43.2425,$24.36,$81.578,$50.11,$161.89,$110.97,$363.02,$53.12,$71.30,$19.6473
02/21/2019,$42.765,$23.92,$80.972,$49.41,$160.04,$109.41,$356.97,$52.35,$70.70,$19.4153
02/20/2019,$43.0075,$23.95,$81.105,$49.63,$162.56,$107.15,$359.91,$52.45,$70.39,$20.1707
02/19/2019,$42.7325,$23.95,$81.379,$49.65,$162.29,$108.17,$361.92,$52.01,$70.20,$20.376
02/15/2019,$42.605,$23.68,$80.3975,$49.43,$162.50,$108.22,$356.87,$51.98,$70.71,$20.5253
02/14/2019,$42.70,$23.13,$81.1325,$48.40,$163.95,$106.90,$359.07,$51.57,$70.84,$20.2513
02/13/2019,$42.545,$22.85,$82.00,$47.50,$164.07,$106.81,$351.77,$51.59,$70.51,$20.5447
02/12/2019,$42.7225,$22.82,$81.9005,$47.89,$165.04,$106.89,$359.97,$51.66,$69.75,$20.7873
02/11/2019,$42.3575,$22.96,$79.55,$47.58,$165.79,$105.25,$345.73,$50.83,$69.99,$20.856
02/08/2019,$42.6025,$23.05,$79.411,$47.19,$167.33,$105.67,$347.57,$50.29,$69.75,$20.3867
02/07/2019,$42.735,$22.67,$80.7185,$46.70,$166.38,$105.27,$344.71,$50.55,$69.14,$20.5007
02/06/2019,$43.56,$23.26,$82.013,$47.48,$170.49,$106.03,$352.19,$51.10,$68.85,$21.148
02/05/2019,$43.545,$23.31,$82.9405,$47.26,$171.16,$107.22,$355.81,$50.73,$69.34,$21.4233
02/04/2019,$42.8125,$24.13,$81.6655,$47.35,$169.25,$105.74,$351.34,$49.69,$67.58,$20.8593
02/01/2019,$41.63,$24.51,$81.3115,$47.34,$165.71,$102.78,$339.85,$49.61,$68.11,$20.814
01/31/2019,$41.61,$24.41,$85.9365,$47.29,$166.69,$104.43,$339.50,$49.52,$68.14,$20.468
01/30/2019,$41.3125,$23.09,$83.5215,$46.71,$150.42,$106.38,$340.66,$50.17,$68.15,$20.5847
01/29/2019,$38.67,$19.25,$79.694,$45.96,$144.19,$102.94,$328.90,$49.40,$67.04,$19.8307
01/28/2019,$39.075,$20.18,$81.8945,$45.75,$147.47,$105.08,$335.66,$50.64,$66.90,$19.7587
01/25/2019,$39.44,$21.93,$83.5285,$46.13,$149.01,$107.17,$338.05,$51.30,$67.09,$19.8027
01/24/2019,$38.175,$20.85,$82.7465,$45.61,$145.83,$106.20,$326.67,$50.81,$64.74,$19.434
01/23/2019,$38.48,$19.80,$82.001,$45.46,$144.30,$106.71,$321.99,$51.77,$66.43,$19.1727
01/22/2019,$38.325,$19.76,$81.6085,$44.78,$147.57,$105.68,$325.16,$54.29,$65.39,$19.928
01/18/2019,$39.205,$20.77,$84.81,$45.03,$150.04,$107.71,$339.10,$55.27,$64.70,$20.1507
01/17/2019,$38.965,$20.25,$84.661,$44.21,$148.30,$106.12,$353.19,$54.77,$64.28,$23.154
01/16/2019,$38.735,$19.73,$84.189,$43.96,$147.54,$105.38,$351.39,$55.27,$63.77,$23.07
01/15/2019,$38.2675,$20.38,$83.728,$44.02,$148.95,$105.01,$354.64,$55.73,$64.08,$22.962
01/14/2019,$37.50,$20.23,$80.8605,$43.21,$145.39,$102.05,$332.94,$57.30,$63.37,$22.2933
